wkt_geom,name,folders,Substation Longitude,Substation Latitude,Number
PointZ (-86.33451998017599749 33.42749447437490318 0),VINCENT 4,Buses,-86.33451998,33.42749447,29938
PointZ (-86.34387998017599841 33.43404403789269708 0),VINCENT 5,Buses,-86.34387998,33.43404404,29939
PointZ (-86.34387998017599841 33.42563166225149729 0),VINCENT 6,Buses,-86.34387998,33.42563166,29940
PointZ (-86.33451998017599749 33.43350326836060304 0),VINCENT 7,Buses,-86.33451998,33.43350327,29941
PointZ (-86.33451998017599749 33.43049892228039965 0),VINCENT 9,Buses,-86.33451998,33.43049892,29942
PointZ (-74.66788396960660634 39.79064995426480067 0),VINCENTOWN 1 1,Buses,-74.66788397,39.79064995,10409
PointZ (-74.65478797025859592 39.95324241333759829 0),VINCENTOWN 2 1,Buses,-74.65478797,39.95324241,10410
PointZ (-74.6531679702585933 39.95344938621259701 0),VINCENTOWN 2 2,Buses,-74.65316797,39.95344939,10411
PointZ (-74.78560472037889895 39.89264897221269734 0),VINCENTOWN 3 1,Buses,-74.78560472,39.89264897,10412
PointZ (-74.78452247593810398 39.82720040551230056 0),VINCENTOWN 4 1,Buses,-74.78452248,39.82720041,10413
PointZ (-74.78290247593810136 39.82740775930380295 0),VINCENTOWN 4 2,Buses,-74.78290248,39.82740776,10414
PointZ (-86.08403600878590112 37.7755621799582002 0),VINE GROVE 1 1,Buses,-86.08403601,37.77556218,32776
PointZ (-86.08709677540639404 37.84139575254830135 0),VINE GROVE 2 1,Buses,-86.08709678,37.84139575,32777
PointZ (-74.97321689613239926 39.41642227911169982 0),VINELAND 1 1,Buses,-74.9732169,39.41642228,10215
PointZ (-74.96889689613240648 39.4169785130481003 0),VINELAND 1 2,Buses,-74.9688969,39.41697851,10216
PointZ (-74.99941920477830593 39.4914739869251008 0),VINELAND 10 1,Buses,-74.9994192,39.49147399,11706
PointZ (-74.99509920477829894 39.4914739869251008 0),VINELAND 10 2,Buses,-74.9950992,39.49147399,11707
PointZ (-75.02964061172980337 39.47814920412029949 0),VINELAND 11 1,Buses,-75.02964061,39.4781492,11722
PointZ (-75.02532061172979638 39.47425888411199679 0),VINELAND 11 2,Buses,-75.02532061,39.47425888,11723
PointZ (-75.02532061172979638 39.47814920412029949 0),VINELAND 11 3,Buses,-75.02532061,39.4781492,11724
PointZ (-75.02964061172980337 39.47481465628440134 0),VINELAND 11 5,Buses,-75.02964061,39.47481466,11725
PointZ (-75.07813468551040614 39.44121069824520021 0),VINELAND 12 1,Buses,-75.07813469,39.4412107,11839
PointZ (-75.07813468551040614 39.43731831524389975 0),VINELAND 12 2,Buses,-75.07813469,39.43731832,11840
PointZ (-75.07813468551040614 39.43342571272570041 0),VINELAND 12 3,Buses,-75.07813469,39.43342571,11841
PointZ (-75.06877468551040522 39.43281399701920265 0),VINELAND 12 4,Buses,-75.06877469,39.432814,11842
PointZ (-75.0709346855103945 39.43231350091600262 0),VINELAND 12 5,Buses,-75.07093469,39.4323135,11843
PointZ (-75.08029468551039542 39.44171113042889942 0),VINELAND 12 6,Buses,-75.08029469,39.44171113,11844
PointZ (-75.0709346855103945 39.4362061655773033 0),VINELAND 12 7,Buses,-75.07093469,39.43620617,11845
PointZ (-75.0709346855103945 39.44065465770970036 0),VINELAND 12 9,Buses,-75.07093469,39.44065466,11846
PointZ (-75.02832512258000008 39.4537105581137979 0),VINELAND 13 1,Buses,-75.02832512,39.45371056,11927
PointZ (-75.03048512258000358 39.45421090047530299 0),VINELAND 13 2,Buses,-75.03048512,39.4542109,11928
PointZ (-75.03048512258000358 39.45309902054889761 0),VINELAND 13 3,Buses,-75.03048512,39.45309902,11929
PointZ (-75.02112512258000265 39.4537105581137979 0),VINELAND 13 4,Buses,-75.02112512,39.45371056,11930
PointZ (-75.02832512258000008 39.45093080402020291 0),VINELAND 13 6,Buses,-75.02832512,39.4509308,11931
PointZ (-75.00494167221539499 39.46750871573890151 0),VINELAND 2 1,Buses,-75.00494167,39.46750872,10217
PointZ (-74.99977646961210098 39.43834431130500207 0),VINELAND 3 1,Buses,-74.99977647,39.43834431,10218
PointZ (-74.995456469612094 39.4389003702837968 0),VINELAND 3 2,Buses,-74.99545647,39.43890037,10219
PointZ (-74.97458424781389397 39.45969941486369947 0),VINELAND 4 1,Buses,-74.97458425,39.45969941,10220
PointZ (-74.89930736899030705 39.42097426369780067 0),VINELAND 5 1,Buses,-74.89930737,39.42097426,10524
PointZ (-74.93508285165999894 39.44836769641550234 0),VINELAND 6 1,Buses,-74.93508285,39.4483677,10525
PointZ (-74.9304969162731993 39.36812916543460261 0),VINELAND 7 1,Buses,-74.93049692,39.36812917,10526
PointZ (-74.92617691627320653 39.36868578450619793 0),VINELAND 7 2,Buses,-74.92617692,39.36868578,10527
PointZ (-75.04071777520249498 39.43719478149679958 0),VINELAND 8 1,Buses,-75.04071778,39.43719478,11472
PointZ (-75.0363977752025022 39.43830691336830085 0),VINELAND 8 2,Buses,-75.03639778,39.43830691,11473
PointZ (-75.05703041200979442 39.4573166468401979 0),VINELAND 9 1,Buses,-75.05703041,39.45731665,11642
PointZ (-75.05919041200979791 39.45726105534350125 0),VINELAND 9 2,Buses,-75.05919041,39.45726106,11643
PointZ (-75.04983041200979699 39.45676073490380276 0),VINELAND 9 3,Buses,-75.04983041,39.45676073,11644
PointZ (-87.07896333255449406 34.24871242978770169 0),VINEMONT 1 1,Buses,-87.07896333,34.24871243,28954
PointZ (-87.00331298514150546 34.20271667295379814 0),VINEMONT 2 1,Buses,-87.00331299,34.20271667,28955
PointZ (-86.99899298514149848 34.20212119310379961 0),VINEMONT 2 2,Buses,-86.99899299,34.20212119,28956
PointZ (-95.18796035878270345 36.61361877154369893 0),VINITA 1 1,Buses,-95.18796036,36.61361877,62354
PointZ (-95.20087504030189507 36.64943273485879871 0),VINITA 2 1,Buses,-95.20087504,36.64943273,62355
PointZ (-95.23857059729219543 36.6818939257224983 0),VINITA 3 1,Buses,-95.2385706,36.68189393,62356
PointZ (-79.79516977830650148 37.36741812693559694 0),VINTON 1 1,Buses,-79.79516978,37.36741813,17690
PointZ (-79.7908497783064945 37.36856257036829732 0),VINTON 1 2,Buses,-79.79084978,37.36856257,17691
PointZ (-79.8335080677862976 37.30998785458079681 0),VINTON 2 1,Buses,-79.83350807,37.30998785,17692
PointZ (-79.82918806778630483 37.3088425182504011 0),VINTON 2 2,Buses,-79.82918807,37.30884252,17693
PointZ (-79.79329166058779776 37.31799504838510018 0),VINTON 3 1,Buses,-79.79329166,37.31799505,17694
PointZ (-79.85599183487589414 37.24173280084689708 0),VINTON 4 1,Buses,-79.85599183,37.2417328,18331
PointZ (-79.85167183487590137 37.24173280084689708 0),VINTON 4 2,Buses,-79.85167183,37.2417328,18332
PointZ (-82.46276255877900496 39.00217535886209674 0),VINTON 5 1,Buses,-82.46276256,39.00217536,36231
PointZ (-92.00914359899539363 42.19161459894019828 0),VINTON 6 1,Buses,-92.0091436,42.1916146,52307
PointZ (-92.00482359899540086 42.19054769169480323 0),VINTON 6 2,Buses,-92.0048236,42.19054769,52308
PointZ (-92.00482359899540086 42.18574637658470294 0),VINTON 6 3,Buses,-92.0048236,42.18574638,52309
PointZ (-92.00914359899539363 42.18894729127060117 0),VINTON 6 4,Buses,-92.0091436,42.18894729,52310
PointZ (-92.00914359899539363 42.18681336486829991 0),VINTON 6 6,Buses,-92.0091436,42.18681336,52311
PointZ (-91.99683912274369391 42.15166855050539851 0),VINTON 7 1,Buses,-91.99683912,42.15166855,54747
PointZ (-91.98963912274369648 42.15326988862049973 0),VINTON 7 10,Buses,-91.98963912,42.15326989,54756
PointZ (-91.98963912274369648 42.15060096346059737 0),VINTON 7 12,Buses,-91.98963912,42.15060096,54757
PointZ (-91.98963912274369648 42.14686428342130142 0),VINTON 7 2,Buses,-91.98963912,42.14686428,54748
PointZ (-91.9989991227436974 42.14734472315790015 0),VINTON 7 3,Buses,-91.99899912,42.14734472,54749
PointZ (-91.9989991227436974 42.14627706705100252 0),VINTON 7 4,Buses,-91.99899912,42.14627707,54750
PointZ (-91.99683912274369391 42.14686428148999653 0),VINTON 7 5,Buses,-91.99683912,42.14686428,54751
PointZ (-91.9989991227436974 42.14414170081990108 0),VINTON 7 6,Buses,-91.99899912,42.1441417,54752
PointZ (-91.9989991227436974 42.14307399069549831 0),VINTON 7 7,Buses,-91.99899912,42.14307399,54753
PointZ (-91.99683912274369391 42.14366123484410309 0),VINTON 7 8,Buses,-91.99683912,42.14366123,54754
PointZ (-91.98747912274369298 42.14520939293829827 0),VINTON 7 9,Buses,-91.98747912,42.14520939,54755
PointZ (-93.56004008116589432 30.22241643347820172 0),VINTON 8 1,Buses,-93.56004008,30.22241643,60209
PointZ (-93.59616204336150247 30.10901079106760037 0),VINTON 9 1,Buses,-93.59616204,30.10901079,60210
PointZ (-90.50438437577319917 41.094438261009401 0),VIOLA 1 1,Buses,-90.50438438,41.09443826,45787
PointZ (-90.57061126724049416 41.21904908294889935 0),VIOLA 2 1,Buses,-90.57061127,41.21904908,45788
PointZ (-90.62754482956950142 43.45932118360379803 0),VIOLA 3 1,Buses,-90.62754483,43.45932118,48647
PointZ (-90.63294482956949594 43.46049706676760138 0),VIOLA 3 2,Buses,-90.63294483,43.46049707,48648
PointZ (-90.60954482956950073 43.45932118360379803 0),VIOLA 3 3,Buses,-90.60954483,43.45932118,48649
PointZ (-90.62754482956950142 43.45278806217260126 0),VIOLA 3 5,Buses,-90.62754483,43.45278806,48650
PointZ (-89.81070812362659694 29.86245621598979838 0),VIOLET 1,Buses,-89.81070812,29.86245622,60683
PointZ (-83.11760746738200112 37.15847347820400159 0),VIPER 1 1,Buses,-83.11760747,37.15847348,33828
PointZ (-83.17449662099849661 37.09379251054310345 0),VIPER 2 1,Buses,-83.17449662,37.09379251,33829
PointZ (-89.62181295819300431 39.47989623200110287 0),VIRDEN 1 1,Buses,-89.62181296,39.47989623,45566
PointZ (-89.61749295819299732 39.48045195913500294 0),VIRDEN 1 2,Buses,-89.61749296,39.48045196,45567
PointZ (-89.73348425685759366 39.44671158674540123 0),VIRDEN 2 1,Buses,-89.73348426,39.44671159,45568
PointZ (-89.77418256658279461 39.45549818874120263 0),VIRDEN 3 1,Buses,-89.77418257,39.45549819,45569
PointZ (-82.66172838723430516 37.30971828771910026 0),VIRGIE 1 1,Buses,-82.66172839,37.30971829,33853
PointZ (-82.64982582415899515 37.23014523184029656 0),VIRGIE 2 1,Buses,-82.64982582,37.23014523,33854
PointZ (-82.77249588420110626 37.3582460916399981 0),VIRGIE 3 1,Buses,-82.77249588,37.35824609,33855
PointZ (-82.76817588420109928 37.35939067496570232 0),VIRGIE 3 2,Buses,-82.76817588,37.35939067,33856
PointZ (-78.76322189579799726 36.49497339444899779 0),VIRGILINA 1,Buses,-78.7632219,36.49497339,17991
PointZ (-90.16528015035309807 39.93067878272299964 0),VIRGINIA 1 1,Buses,-90.16528015,39.93067878,44688
PointZ (-90.16096015035310529 39.93123089103549717 0),VIRGINIA 1 2,Buses,-90.16096015,39.93123089,44689
PointZ (-90.07495845813079427 39.97802993065729993 0),VIRGINIA 2 1,Buses,-90.07495846,39.97802993,44690
PointZ (-90.25833215428359324 39.89873321178760079 0),VIRGINIA 3 1,Buses,-90.25833215,39.89873321,44691
PointZ (-92.53331215545880184 47.64977940543899848 0),VIRGINIA 4 1,Buses,-92.53331216,47.64977941,49792
PointZ (-92.34302125260730065 47.51574336651130182 0),VIRGINIA 5 1,Buses,-92.34302125,47.51574337,49793
PointZ (-92.3322212526072974 47.5120961445392993 0),VIRGINIA 5 2,Buses,-92.33222125,47.51209614,49794
PointZ (-92.3322212526072974 47.5181747011346971 0),VIRGINIA 5 3,Buses,-92.33222125,47.5181747,49795
PointZ (-92.42690558946469537 47.6312557740504019 0),VIRGINIA 6 1,Buses,-92.42690559,47.63125577,49796
PointZ (-92.41610558946470633 47.62640347278279762 0),VIRGINIA 6 2,Buses,-92.41610559,47.62640347,49797
PointZ (-92.41610558946470633 47.6324687767848971 0),VIRGINIA 6 3,Buses,-92.41610559,47.63246878,49798
PointZ (-92.48687314492700295 47.53823778163790337 0),VIRGINIA 7 1,Buses,-92.48687314,47.53823778,49945
PointZ (-92.48687314492700295 47.52608461354750347 0),VIRGINIA 7 2,Buses,-92.48687314,47.52608461,49946
PointZ (-92.49227314492699747 47.52110098906440072 0),VIRGINIA 7 3,Buses,-92.49227314,47.52110099,49947
PointZ (-92.46887314492700227 47.54066807377490278 0),VIRGINIA 7 4,Buses,-92.46887314,47.54066807,49948
PointZ (-92.46887314492700227 47.53580736805469797 0),VIRGINIA 7 6,Buses,-92.46887314,47.53580737,49949
PointZ (-76.14584608011550415 36.73110268484089858 0),VIRGINIA BEACH 1 1,Buses,-76.14584608,36.73110268,19319
PointZ (-76.11406760351660239 36.91275426066390253 0),VIRGINIA BEACH 10 1,Buses,-76.1140676,36.91275426,19332
PointZ (-76.1097476035165954 36.91332993415780095 0),VIRGINIA BEACH 10 2,Buses,-76.1097476,36.91332993,19333
PointZ (-76.11100837698160149 36.85426146840040218 0),VIRGINIA BEACH 11 1,Buses,-76.11100838,36.85426147,19334
PointZ (-76.03797761310049452 36.92477008779349745 0),VIRGINIA BEACH 12 1,Buses,-76.03797761,36.92477009,19335
PointZ (-76.13673612563400184 36.87270415929260281 0),VIRGINIA BEACH 13 1,Buses,-76.13673613,36.87270416,19336
PointZ (-76.13241612563399485 36.87328013491789847 0),VIRGINIA BEACH 13 2,Buses,-76.13241613,36.87328013,19337
PointZ (-76.07909032194760357 36.84863590296090052 0),VIRGINIA BEACH 14 1,Buses,-76.07909032,36.8486359,19338
PointZ (-76.22133330478629887 36.93492788838069885 0),VIRGINIA BEACH 15 1,Buses,-76.2213333,36.93492789,19339
PointZ (-76.06179350728909583 36.91127611775039696 0),VIRGINIA BEACH 16 1,Buses,-76.06179351,36.91127612,19340
PointZ (-76.05747350728910305 36.90897333153869653 0),VIRGINIA BEACH 16 2,Buses,-76.05747351,36.90897333,19341
PointZ (-76.05747350728910305 36.91185180240010055 0),VIRGINIA BEACH 16 3,Buses,-76.05747351,36.9118518,19342
PointZ (-76.06280292458319536 36.78239424595199836 0),VIRGINIA BEACH 17 1,Buses,-76.06280292,36.78239425,19343
PointZ (-76.15179361258570623 36.75345156727949814 0),VIRGINIA BEACH 18 1,Buses,-76.15179361,36.75345157,19344
PointZ (-76.07944334103129336 36.74774635420389757 0),VIRGINIA BEACH 19 1,Buses,-76.07944334,36.74774635,19345
PointZ (-76.22371490614409595 36.70624119665159668 0),VIRGINIA BEACH 2 1,Buses,-76.22371491,36.7062412,19320
PointZ (-76.13787934414379777 36.80231174191960264 0),VIRGINIA BEACH 20 1,Buses,-76.13787934,36.80231174,19346
PointZ (-76.03912940091299788 36.65960107647519806 0),VIRGINIA BEACH 21 1,Buses,-76.0391294,36.65960108,19347
PointZ (-76.03480940091300511 36.66017865497909867 0),VIRGINIA BEACH 21 2,Buses,-76.0348094,36.66017865,19348
PointZ (-76.0505757128092057 36.73997104350240051 0),VIRGINIA BEACH 22 1,Buses,-76.05057571,36.73997104,19349
PointZ (-76.04625571280919871 36.73939406423580323 0),VIRGINIA BEACH 22 2,Buses,-76.04625571,36.73939406,19350
PointZ (-76.09882327368519839 36.69364161207020203 0),VIRGINIA BEACH 23 1,Buses,-76.09882327,36.69364161,19351
PointZ (-76.09450327368520561 36.69421893506999766 0),VIRGINIA BEACH 23 2,Buses,-76.09450327,36.69421894,19352
PointZ (-76.05070585830540608 36.76855925165030214 0),VIRGINIA BEACH 24 1,Buses,-76.05070586,36.76855925,19353
PointZ (-76.00274345188709901 36.63120564249310007 0),VIRGINIA BEACH 25 1,Buses,-76.00274345,36.63120564,19354
PointZ (-75.98958970978810612 36.74635805908420139 0),VIRGINIA BEACH 26 1,Buses,-75.98958971,36.74635806,19355
PointZ (-76.01286686473039822 36.72045559180659779 0),VIRGINIA BEACH 27 1,Buses,-76.01286686,36.72045559,19356
PointZ (-76.00854686473040545 36.72103271340049702 0),VIRGINIA BEACH 27 2,Buses,-76.00854686,36.72103271,19357
PointZ (-75.98335054347489859 36.89112673049400115 0),VIRGINIA BEACH 28 1,Buses,-75.98335054,36.89112673,19358
PointZ (-76.02150352430520286 36.80339770561950274 0),VIRGINIA BEACH 29 1,Buses,-76.02150352,36.80339771,19359
PointZ (-76.18342006254930254 36.81000141103800161 0),VIRGINIA BEACH 3 1,Buses,-76.18342006,36.81000141,19321
PointZ (-75.98898614214910197 36.84496054061310133 0),VIRGINIA BEACH 30 1,Buses,-75.98898614,36.84496054,19360
PointZ (-75.98466614214909498 36.84438435151769653 0),VIRGINIA BEACH 30 2,Buses,-75.98466614,36.84438435,19361
PointZ (-76.07444745130439401 36.76780936456189863 0),VIRGINIA BEACH 31 1,Buses,-76.07444745,36.76780936,19362
PointZ (-76.04797921838600416 36.80533793095929695 0),VIRGINIA BEACH 32 1,Buses,-76.04797922,36.80533793,19363
PointZ (-76.04365921838599718 36.80533793095929695 0),VIRGINIA BEACH 32 2,Buses,-76.04365922,36.80533793,19364
PointZ (-76.08586769572680453 36.5344897406115976 0),VIRGINIA BEACH 33 1,Buses,-76.0858677,36.53448974,19365
PointZ (-76.08154769572679754 36.53159709240029684 0),VIRGINIA BEACH 33 2,Buses,-76.0815477,36.53159709,19366
PointZ (-76.08154769572679754 36.53506825643339795 0),VIRGINIA BEACH 33 3,Buses,-76.0815477,36.53506826,19367
PointZ (-76.02648621991410494 36.76230963271270014 0),VIRGINIA BEACH 34 1,Buses,-76.02648622,36.76230963,19368
PointZ (-75.97512435775520601 36.86459253103350164 0),VIRGINIA BEACH 35 1,Buses,-75.97512436,36.86459253,19369
PointZ (-75.97080435775519902 36.86516856781729956 0),VIRGINIA BEACH 35 2,Buses,-75.97080436,36.86516857,19370
PointZ (-76.19128052155089392 36.73687031423389726 0),VIRGINIA BEACH 4 1,Buses,-76.19128052,36.73687031,19322
PointZ (-76.18696052155090115 36.73571630474930316 0),VIRGINIA BEACH 4 2,Buses,-76.18696052,36.7357163,19323
PointZ (-76.21351804091240467 36.87356425697969797 0),VIRGINIA BEACH 5 1,Buses,-76.21351804,36.87356426,19324
PointZ (-76.1748094224887069 36.85000353230400094 0),VIRGINIA BEACH 6 1,Buses,-76.17480942,36.85000353,19325
PointZ (-76.17048942248869992 36.85057967905409981 0),VIRGINIA BEACH 6 2,Buses,-76.17048942,36.85057968,19326
PointZ (-76.15985528250280368 36.86584565300999827 0),VIRGINIA BEACH 7 1,Buses,-76.15985528,36.86584565,19327
PointZ (-76.15553528250279669 36.86699770334030291 0),VIRGINIA BEACH 7 2,Buses,-76.15553528,36.8669977,19328
PointZ (-76.13757603161680265 36.77798027772750089 0),VIRGINIA BEACH 8 1,Buses,-76.13757603,36.77798028,19329
PointZ (-76.13325603161679567 36.77740358430219914 0),VIRGINIA BEACH 8 2,Buses,-76.13325603,36.77740358,19330
PointZ (-76.1323198885303043 36.74541390623989656 0),VIRGINIA BEACH 9 1,Buses,-76.13231989,36.74541391,19331
PointZ (-90.91238177666069475 43.53898587973409917 0),VIROQUA 1 1,Buses,-90.91238178,43.53898588,48104
PointZ (-90.95723470569039648 43.49852924832379841 0),VIROQUA 2 1,Buses,-90.95723471,43.49852925,48105
PointZ (-90.96389363273540596 43.52762926143709876 0),VIROQUA 3 1,Buses,-90.96389363,43.52762926,48106
PointZ (-93.96940614296980243 32.8560822230806977 0),VIVIAN 1 1,Buses,-93.96940614,32.85608222,60159
PointZ (-93.89074902014920099 32.87468212297090275 0),VIVIAN 2 1,Buses,-93.89074902,32.87468212,60160
PointZ (-93.886429020149194 32.87528681887120285 0),VIVIAN 2 2,Buses,-93.88642902,32.87528682,60161
PointZ (-105.69258629804200211 45.73497191959850028 0),VOLBORG 1,Buses,-105.6925863,45.73497192,69791
PointZ (-80.12217633657209603 39.12537511483650121 0),VOLGA 1 1,Buses,-80.12217634,39.12537511,34207
PointZ (-96.95000964341329563 44.224489324223903 0),VOLGA 2 1,Buses,-96.95000964,44.22448932,67995
PointZ (-96.89051002824990633 44.29181072930769858 0),VOLGA 3 1,Buses,-96.89051003,44.29181073,67996
PointZ (-97.2285807058871967 42.9795657687079995 0),VOLIN 1,Buses,-97.22858071,42.97956577,68129
PointZ (-97.21778070588719345 42.97561501622290336 0),VOLIN 2,Buses,-97.21778071,42.97561502,68130
PointZ (-97.21778070588719345 42.98219945632590111 0),VOLIN 3,Buses,-97.21778071,42.98219946,68131
PointZ (-100.63026563903700605 47.93521365494920161 0),VOLTAIRE 1,Buses,-100.6302656,47.93521365,69296
PointZ (-100.6194656390370028 47.9364195855657016 0),VOLTAIRE 2,Buses,-100.6194656,47.93641959,69297
PointZ (-84.09457943033160632 35.3679268318173996 0),VONORE 1 1,Buses,-84.09457943,35.36792683,31757
PointZ (-84.09025943033159933 35.36851395401640019 0),VONORE 1 2,Buses,-84.09025943,35.36851395,31758
PointZ (-84.12972719610600336 35.47311646118409811 0),VONORE 2 1,Buses,-84.1297272,35.47311646,31759
PointZ (-84.12540719610599638 35.47311646118409811 0),VONORE 2 2,Buses,-84.1254072,35.47311646,31760
PointZ (-74.90382917615130509 39.87797034564739818 0),VOORHEES 1 1,Buses,-74.90382918,39.87797035,10484
PointZ (-75.04999376415949541 39.90282836580760062 0),VOORHEES 2 1,Buses,-75.04999376,39.90282837,10485
PointZ (-75.048373764159507 39.90303549116109849 0),VOORHEES 2 2,Buses,-75.04837376,39.90303549,10486
PointZ (-74.93177932763360616 39.7891904771664997 0),VOORHEES 3 1,Buses,-74.93177933,39.78919048,10487
PointZ (-74.93015932763360354 39.78898300807500021 0),VOORHEES 3 2,Buses,-74.93015933,39.78898301,10488
PointZ (-74.0147584164927963 42.69160507974500263 0),VOORHEESVILLE 1 1,Buses,-74.01475842,42.69160508,7415
PointZ (-73.91903923635649676 42.61197396197579934 0),VOORHEESVILLE 2 1,Buses,-73.91903924,42.61197396,7416
PointZ (-73.91471923635650398 42.61144407263810052 0),VOORHEESVILLE 2 2,Buses,-73.91471924,42.61144407,7417
PointZ (-87.74070866568030169 45.82968007512189956 0),VULCAN 1,Buses,-87.74070867,45.82968008,38699
PointZ (-87.72990866568029844 45.83218847115949757 0),VULCAN 2,Buses,-87.72990867,45.83218847,38700
PointZ (-85.8888533484303025 40.7670562292197971 0),WABASH 1 1,Buses,-85.88885335,40.76705623,42545
PointZ (-85.891013348430306 40.76372977178480284 0),WABASH 1 2,Buses,-85.89101335,40.76372977,42546
PointZ (-85.891013348430306 40.76263909453530232 0),WABASH 1 3,Buses,-85.89101335,40.76263909,42547
PointZ (-85.8888533484303025 40.76323897061850232 0),WABASH 1 4,Buses,-85.88885335,40.76323897,42548
PointZ (-85.88165334843030507 40.7676015328514012 0),WABASH 1 5,Buses,-85.88165335,40.76760153,42549
PointZ (-85.88165334843030507 40.76487496402859989 0),WABASH 1 7,Buses,-85.88165335,40.76487496,42550
PointZ (-85.76160364405349412 40.7450230497740975 0),WABASH 2 1,Buses,-85.76160364,40.74502305,42551
PointZ (-85.75728364405350135 40.743386569765903 0),WABASH 2 2,Buses,-85.75728364,40.74338657,42552
PointZ (-85.7822942443858949 40.87782977921540351 0),WABASH 3 1,Buses,-85.78229424,40.87782978,42553
PointZ (-85.80503832704850709 40.77635919742189685 0),WABASH 4 1,Buses,-85.80503833,40.7763592,42861
PointZ (-85.80503832704850709 40.77145194455100352 0),WABASH 4 2,Buses,-85.80503833,40.77145194,42862
PointZ (-85.79783832704849544 40.76927082364459665 0),WABASH 4 3,Buses,-85.79783833,40.76927082,42863
PointZ (-85.80719832704849637 40.77357846223890192 0),WABASH 4 4,Buses,-85.80719833,40.77357846,42864
PointZ (-85.80719832704849637 40.77248794662410347 0),WABASH 4 5,Buses,-85.80719833,40.77248795,42865
PointZ (-85.80719832704849637 40.77684990168899759 0),WABASH 4 6,Buses,-85.80719833,40.7768499,42866
PointZ (-85.79783832704849544 40.77635919742189685 0),WABASH 4 7,Buses,-85.79783833,40.7763592,42867
PointZ (-85.79783832704849544 40.77308773380809725 0),WABASH 4 9,Buses,-85.79783833,40.77308773,42868
PointZ (-92.07546466788359396 44.37605451014700009 0),WABASHA 1 1,Buses,-92.07546467,44.37605451,51252
PointZ (-91.99106485833320335 44.3795365044272998 0),WABASHA 2 1,Buses,-91.99106486,44.3795365,51253
PointZ (-95.27952088493880467 44.38116457176519702 0),WABASSO 1,Buses,-95.27952088,44.38116457,51134
PointZ (-88.5886211625686002 45.40170454519959975 0),WABENO 1,Buses,-88.58862116,45.40170455,47297
PointZ (-81.42562713378140415 35.3443731468804998 0),WACO 1 1,Buses,-81.42562713,35.34437315,22274
PointZ (-81.42778713378139344 35.34431441676719743 0),WACO 1 2,Buses,-81.42778713,35.34431442,22275
PointZ (-81.41842713378140672 35.34319854712700248 0),WACO 1 3,Buses,-81.41842713,35.34319855,22276
PointZ (-84.1616043193276937 37.70940383093400072 0),WACO 2 1,Buses,-84.16160432,37.70940383,33677
PointZ (-97.46914527832859676 40.97017027697530267 0),WACO 3 1,Buses,-97.46914528,40.97017028,67390
PointZ (-93.86098588754829564 44.8986006126785 0),WACONIA 1 1,Buses,-93.86098589,44.89860061,50339
PointZ (-93.85702184666040182 44.85947039163639971 0),WACONIA 2 1,Buses,-93.85702185,44.85947039,50340
PointZ (-93.85270184666039484 44.8599807525143035 0),WACONIA 2 2,Buses,-93.85270185,44.85998075,50341
PointZ (-93.72957879671849923 44.89687648554610178 0),WACONIA 3 1,Buses,-93.7295788,44.89687649,50342
PointZ (-93.72525879671850646 44.89432626797670167 0),WACONIA 3 2,Buses,-93.7252588,44.89432627,50343
PointZ (-93.72525879671850646 44.89738651475020248 0),WACONIA 3 3,Buses,-93.7252588,44.89738651,50344
PointZ (-75.10140516095999885 44.84731639716130047 0),WADDINGTON 1,Buses,-75.10140516,44.8473164,9164
PointZ (-85.02529603602569352 38.03907586017739817 0),WADDY 1,Buses,-85.02529604,38.03907586,32564
PointZ (-95.18477775611279412 46.50486630689039913 0),WADENA 1 1,Buses,-95.18477776,46.50486631,49658
PointZ (-95.13006083588109618 46.46602514099149772 0),WADENA 2 1,Buses,-95.13006084,46.46602514,49659
PointZ (-95.13006083588109618 46.45858575923009681 0),WADENA 2 2,Buses,-95.13006084,46.45858576,49660
PointZ (-95.11926083588109293 46.46602514099149772 0),WADENA 2 3,Buses,-95.11926084,46.46602514,49661
PointZ (-95.1345791495229065 46.40823120624639841 0),WADENA 3 1,Buses,-95.13457915,46.40823121,49662
PointZ (-80.09490214840459998 34.9667843140730028 0),WADESBORO 1 1,Buses,-80.09490215,34.96678431,19720
PointZ (-80.09490214840459998 34.96324406488370329 0),WADESBORO 1 2,Buses,-80.09490215,34.96324406,19721
PointZ (-80.090582148404593 34.9667843140730028 0),WADESBORO 1 3,Buses,-80.09058215,34.96678431,19722
PointZ (-80.03284484768329321 35.0636688786141022 0),WADESBORO 2 1,Buses,-80.03284485,35.06366888,19723
PointZ (-87.74925408975930452 38.1200452355784023 0),WADESVILLE 1,Buses,-87.74925409,38.12004524,42351
PointZ (-72.80329680327099595 40.91333520763029696 0),WADING RIVER 1 1,Buses,-72.8032968,40.91333521,6739
PointZ (-72.78708224414620531 40.94639346618220088 0),WADING RIVER 2 1,Buses,-72.78708224,40.94639347,6740
PointZ (-82.46345285912849477 32.86277860149380103 0),WADLEY 1 1,Buses,-82.46345286,32.8627786,25331
PointZ (-82.39904695200689844 32.89639214749279716 0),WADLEY 2 1,Buses,-82.39904695,32.89639215,25749
PointZ (-82.38824695200689519 32.89488076001409667 0),WADLEY 2 2,Buses,-82.38824695,32.89488076,25750
PointZ (-85.67598625707459803 33.19890332558190238 0),WADLEY 3 1,Buses,-85.67598626,33.19890333,28765
