Number,Name,AreaName,Nom kV,Vpu,kV,Vangle,Load MW,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,Substation Longitude,Substation Latitude
46038,BELLEVILLE 15 1,Illinois Downstate,100,1.03793,103.793,-78.51,,,,,,0,0,35,1,-90.05918719,38.53003619
46039,BELLEVILLE 15 2,Illinois Downstate,100,1.03788,103.788,-78.52,12.16,2.47,,,,0,0,35,1,-90.05756719,38.53045862
46040,BELLEVILLE 16 1,Illinois Downstate,230,1.03774,238.679,-73.71,,,,,,0,0,35,1,-90.1094986,38.57198685
46041,BELLEVILLE 16 2,Illinois Downstate,161,1.03504,166.641,-75.12,,,,,,0,0,35,1,-90.1067986,38.57135357
46042,BELLEVILLE 16 3,Illinois Downstate,13.8,1.03345,14.262,-76.17,,,,,,0,0,35,1,-90.1103086,38.57091027
46043,BELLEVILLE 16 4,Illinois Downstate,1,1.03345,1.033,-76.17,,,,,,0,0,35,1,-90.1094986,38.57072028
46044,BELLEVILLE 16 5,Illinois Downstate,230,1.03763,238.655,-73.72,24.31,4.69,,,,0,0,35,1,-90.1067986,38.57219794
46045,BELLEVILLE 17 1,Illinois Downstate,100,1.03388,103.388,-77.39,12.16,0.59,,,,0,0,35,1,-90.022527,38.59406506
46046,BELLEVILLE 18 1,Illinois Downstate,500,1.03818,519.09,-69.51,,,,,-68.35,0,0,35,1,-90.00841889,38.5403407
46047,BELLEVILLE 18 2,Illinois Downstate,230,1.04042,239.297,-73.11,,,,,,0,0,35,1,-90.00679889,38.53865119
46048,BELLEVILLE 18 3,Illinois Downstate,100,1.03746,103.746,-77.01,,,,,,0,0,35,1,-90.00841889,38.53696165
46049,BELLEVILLE 18 4,Illinois Downstate,500,1.03793,518.966,-69.52,32.76,15.22,,,,0,0,35,1,-90.00679889,38.54055188
46050,BELLEVILLE 18 6,Illinois Downstate,230,1.03944,239.072,-73.27,,,,,,0,0,35,1,-90.00841889,38.53886238
46051,BELLEVILLE 19 1,Illinois Downstate,100,1.03192,103.192,-77.78,31.02,3.42,,,,0,0,35,1,-89.96687994,38.49996699
46052,BELLEVILLE 20 1,Illinois Downstate,100,1.03143,103.143,-77.71,6.7,2,,,,0,0,35,1,-89.94364376,38.57169611
46053,BELLEVILLE 20 2,Illinois Downstate,100,1.03134,103.134,-77.73,20.6,3.68,,,,0,0,35,1,-89.94202376,38.57190721
46054,BELLEVILLE 21 1,Illinois Downstate,100,1.04115,104.115,-78.65,,,,,49.27,0,0,35,1,-90.09259532,38.52303568
46055,BELLEVILLE 21 2,Illinois Downstate,100,1.04097,104.097,-78.66,20.6,12.51,,,,0,0,35,1,-90.09097532,38.52345815
46056,BELLEVILLE 22 1,Illinois Downstate,100,1.03183,103.183,-77.31,19.29,3.75,,,,0,0,35,1,-89.87239622,38.49235427
46057,BELLEVILLE 22 2,Illinois Downstate,100,1.03193,103.193,-77.3,,,,,,0,0,35,1,-89.86807622,38.49179073
46058,BELLEVILLE 23 1,Illinois Downstate,230,1.03705,238.522,-73.86,,,,,-46.87,0,0,35,1,-89.83939739,38.48926396
46059,BELLEVILLE 23 2,Illinois Downstate,100,1.03453,103.453,-76.89,,,,,,0,0,35,1,-89.83219739,38.48588251
46060,BELLEVILLE 23 3,Illinois Downstate,18,1.03531,18.636,-75.52,,,,,,0,0,35,1,-89.84155739,38.48582614
46061,BELLEVILLE 23 4,Illinois Downstate,1,1.03531,1.035,-75.52,,,,,,0,0,35,1,-89.83939739,38.48531891
46062,BELLEVILLE 23 5,Illinois Downstate,230,1.03694,238.497,-73.87,24.26,4.94,,,,0,0,35,1,-89.83219739,38.48982751
46063,BELLEVILLE 24 1,Illinois Downstate,100,1.03133,103.133,-77.39,19.29,4.26,,,,0,0,35,1,-89.83686868,38.53401708
46064,BELLEVILLE 24 2,Illinois Downstate,100,1.03142,103.142,-77.38,,,,,,0,0,35,1,-89.83254868,38.53345387
46065,BELLEVILLE 25 1,Illinois Downstate,100,1.03296,103.296,-77.75,19.29,3.48,,,,0,0,35,1,-89.91985945,38.53969738
46066,BELLEVILLE 26 1,Illinois Downstate,100,1.03494,103.494,-77.86,,,,,,0,0,35,1,-89.99179381,38.51373749
46067,BELLEVILLE 26 2,Illinois Downstate,100,1.03487,103.487,-77.87,14.2,2.99,,,,0,0,35,1,-89.99017381,38.51394875
46068,BELLEVILLE 27 1,Illinois Downstate,100,1.03517,103.517,-77.7,,,,,,0,0,35,1,-89.9918322,38.50581926
46069,BELLEVILLE 27 2,Illinois Downstate,100,1.03506,103.506,-77.71,14.2,6.05,,,,0,0,35,1,-89.9902122,38.50603054
46070,BELLEVILLE 28 1,Illinois Downstate,100,1.03519,103.519,-77.59,14.2,3.8,,,,0,0,35,1,-89.99653664,38.53175866
46071,BELLEVILLE 29 1,Illinois Downstate,100,1.03636,103.636,-78.39,14.2,2.92,,,,0,0,35,1,-90.05920014,38.48226044
46072,BELLEVILLE 29 2,Illinois Downstate,100,1.03643,103.643,-78.38,,,,,,0,0,35,1,-90.05758014,38.48162637
46073,CASEYVILLE 1 1,Illinois Downstate,100,1.03256,103.256,-77.89,6.7,1.66,,,,0,0,35,1,-90.03747868,38.6215184
46074,CASEYVILLE 2 1,Illinois Downstate,100,1.03262,103.262,-78.43,6.7,1.05,,,,0,0,35,1,-90.02918179,38.64759332
46075,EAST SAINT LOUIS 2 1,Illinois Downstate,100,1.03335,103.335,-78.58,7.35,2.89,,,,0,0,35,1,-90.0336507,38.66673709
46076,EAST SAINT LOUIS 3 1,Illinois Downstate,100,1.03218,103.218,-78.1,11.92,3.57,,,,0,0,35,1,-90.06087517,38.62245355
46077,EAST SAINT LOUIS 4 1,Illinois Downstate,100,1.03384,103.384,-79.3,18.47,5.47,,,,0,0,35,1,-90.14853411,38.62874836
46078,EAST SAINT LOUIS 5 1,Illinois Downstate,100,1.03402,103.402,-79.14,8.61,0.82,,,,0,0,35,1,-90.11868226,38.6245038
46079,EAST SAINT LOUIS 6 1,Illinois Downstate,100,1.0398,103.98,-79.42,,,,,,0,0,35,1,-90.13607083,38.57937355
46080,EAST SAINT LOUIS 6 2,Illinois Downstate,100,1.03977,103.977,-79.42,8.61,1.86,,,,0,0,35,1,-90.13445083,38.57958463
46081,EAST SAINT LOUIS 7 1,Illinois Downstate,100,1.03555,103.555,-78.76,7.58,1.86,,,,0,0,35,1,-90.07403298,38.65246914
46082,EAST SAINT LOUIS 7 2,Illinois Downstate,100,1.03559,103.559,-78.76,,,,,,0,0,35,1,-90.07241298,38.65204743
46083,EAST SAINT LOUIS 8 1,Illinois Downstate,100,1.03434,103.434,-77.57,8.08,0.8,,,,0,0,35,1,-90.04434559,38.56797862
46084,EAST SAINT LOUIS 9 1,Illinois Downstate,100,1.04203,104.203,-79.49,8.08,2.62,,,76.19,0,0,35,1,-90.15415826,38.5869602
46085,EAST SAINT LOUIS 10 1,Illinois Downstate,100,1.02346,102.346,-77.59,,,,,,0,0,35,1,-90.21015002,38.549431
46086,EAST SAINT LOUIS 10 2,Illinois Downstate,69,1.03473,71.396,-77.59,11.43,4.78,,,,0,0,35,1,-90.20853002,38.54837519
46087,EAST SAINT LOUIS 10 3,Illinois Downstate,100,1.02328,102.328,-77.58,,,,,,0,0,35,1,-90.20853002,38.54964215
46088,EAST SAINT LOUIS 11 1,Illinois Downstate,100,1.03722,103.722,-79.25,11.43,4.51,,,,0,0,35,1,-90.1074411,38.58687787
46089,EAST SAINT LOUIS 12 1,Illinois Downstate,100,1.02018,102.018,-77.54,,,,,,0,0,35,1,-90.15910513,38.49962761
46090,EAST SAINT LOUIS 12 2,Illinois Downstate,100,1.02005,102.005,-77.55,19.64,8.24,,,,0,0,35,1,-90.15748513,38.49983891
46091,EAST SAINT LOUIS 13 1,Illinois Downstate,100,1.03568,103.568,-79.32,12.12,1.88,,,,0,0,35,1,-90.12838506,38.60455562
46092,FAIRVIEW HEIGHTS 1 1,Illinois Downstate,100,1.03211,103.211,-77.67,19.61,8.04,,,,0,0,35,1,-89.95038153,38.56458641
46093,FAIRVIEW HEIGHTS 2 1,Illinois Downstate,100,1.03227,103.227,-77.74,12.03,0.63,,,,0,0,35,1,-89.93625666,38.5566803
46094,FAIRVIEW HEIGHTS 3 1,Illinois Downstate,100,1.03559,103.559,-78.61,12.03,0.91,,,,0,0,35,1,-89.98781628,38.67282948
46095,FAIRVIEW HEIGHTS 4 1,Illinois Downstate,100,1.03284,103.284,-77.34,12.03,2.82,,,,0,0,35,1,-90.00572306,38.58160397
46096,FREEBURG 1 1,Illinois Downstate,100,1.03162,103.162,-77.49,5.46,2.68,,,,0,0,35,1,-89.91126046,38.48796055
46097,FREEBURG 2 1,Illinois Downstate,100,1.04054,104.054,-77.33,9.13,1.44,,,,0,0,35,1,-89.91271989,38.38037468
46098,FREEBURG 2 2,Illinois Downstate,100,1.04058,104.058,-77.32,,,,,,0,0,35,1,-89.90839989,38.37981027
46099,LEBANON 40 1,Illinois Downstate,100,1.028,102.8,-80.08,5.62,1.71,,,,0,0,35,1,-89.87703675,38.58626986
46100,LEBANON 41 1,Illinois Downstate,100,1.03038,103.038,-80.56,5.62,1.48,,,,0,0,35,1,-89.82406976,38.60707336
46101,LEBANON 41 2,Illinois Downstate,100,1.0304,103.04,-80.55,,,,,,0,0,35,1,-89.81974976,38.60651072
46102,LEBANON 42 1,Illinois Downstate,100,1.03031,103.031,-78.77,1.99,1.19,,,,0,0,35,1,-89.90314982,38.6773276
46103,LEBANON 42 2,Illinois Downstate,100,1.03026,103.026,-78.77,5.62,3.53,,,,0,0,35,1,-89.90152982,38.67753838
46104,MASCOUTAH 1 1,Illinois Downstate,100,1.02483,102.483,-79.84,,,,,,0,0,35,1,-89.78438252,38.4698084
46105,MASCOUTAH 1 2,Illinois Downstate,13.8,1.02483,14.143,-79.84,,,,,,0,0,35,1,-89.78654252,38.46636966
46106,MASCOUTAH 1 3,Illinois Downstate,13.8,1.02483,14.143,-79.84,,,,,,0,0,35,1,-89.78654252,38.46524217
46107,MASCOUTAH 1 4,Illinois Downstate,1,1.02483,1.025,-79.84,,,,,,0,0,35,1,-89.78438252,38.46586229
46108,MASCOUTAH 1 5,Illinois Downstate,100,1.02474,102.474,-79.84,8.49,5.71,,,,0,0,35,1,-89.77718252,38.47093582
46109,MASCOUTAH 1 7,Illinois Downstate,100,1.02492,102.492,-79.84,,,,,,0,0,35,1,-89.77718252,38.46811724
46110,MASCOUTAH 2 1,Illinois Downstate,100,1.02742,102.742,-78.89,8.49,2.38,,,,0,0,35,1,-89.70864358,38.44692256
46111,MASCOUTAH 3 1,Illinois Downstate,100,1.02824,102.824,-78.49,8.93,2.46,,,,0,0,35,1,-89.74061575,38.42023077
46112,MILLSTADT 1 1,Illinois Downstate,100,1.03533,103.533,-78.42,1.82,0.47,,,,0,0,35,1,-90.08309282,38.43632899
46113,MILLSTADT 1 2,Illinois Downstate,100,1.0353,103.53,-78.42,6.73,1.56,,,,0,0,35,1,-90.08147282,38.43654048
46114,MILLSTADT 2 1,Illinois Downstate,100,1.02063,102.063,-77.56,6.73,0.77,,,,0,0,35,1,-90.17605004,38.5340559
46115,MILLSTADT 3 1,Illinois Downstate,100,1.03505,103.505,-78.34,,,,,,0,0,35,1,-90.07524847,38.39237572
46116,MILLSTADT 3 2,Illinois Downstate,100,1.03497,103.497,-78.34,11.17,4.54,,,,0,0,35,1,-90.07362847,38.39258734
46117,O FALLON 1 1,Illinois Downstate,100,1.03706,103.706,-77.86,21.71,3.15,,,,0,0,35,1,-89.93824887,38.67137906
46118,O FALLON 1 2,Illinois Downstate,100,1.03714,103.714,-77.84,,,,,,0,0,35,1,-89.93662887,38.67116826
46119,O FALLON 2 1,Illinois Downstate,100,1.03183,103.183,-77.51,,,,,,0,0,35,1,-89.94812665,38.61515852
46120,O FALLON 2 2,Illinois Downstate,100,1.03172,103.172,-77.53,21.71,5.28,,,,0,0,35,1,-89.94650665,38.61536949
46121,O FALLON 3 1,Illinois Downstate,100,1.02691,102.691,-79.61,26.68,12.9,,,,0,0,35,1,-89.86852957,38.62634177
46122,O FALLON 4 1,Illinois Downstate,100,1.03278,103.278,-77.28,,,,,,0,0,35,1,-89.95888635,38.60331797
46123,O FALLON 4 2,Illinois Downstate,100,1.03269,103.269,-77.29,21.71,3.95,,,,0,0,35,1,-89.95726635,38.60352897
46124,SMITHTON 1 1,Illinois Downstate,100,1.03626,103.626,-78.19,,,,,,0,0,35,1,-89.98229417,38.44605659
46125,SMITHTON 1 2,Illinois Downstate,100,1.03622,103.622,-78.2,4.14,2.63,,,,0,0,35,1,-89.98067417,38.44626806
46126,SMITHTON 2 1,Illinois Downstate,100,1.03683,103.683,-78.06,4.14,0.99,,,,0,0,35,1,-89.99430889,38.4113733
46127,TOULON 1 1,Illinois Downstate,100,1.02972,102.972,-84.45,1.91,0.45,,,,0,0,35,1,-89.78876065,41.03634294
46128,TOULON 2 1,Illinois Downstate,100,1.0291,102.91,-84.26,1.81,0.64,,,,0,0,35,1,-89.88975923,41.1123692
46129,TOULON 3 1,Illinois Downstate,100,1.02864,102.864,-83.85,2.28,0.55,,,,0,0,35,1,-89.95238267,41.06797435
46130,TOULON 3 2,Illinois Downstate,100,1.02866,102.866,-83.85,,,,,,0,0,35,1,-89.94806267,41.06743152
46131,CREVE COEUR 1 1,Illinois Downstate,100,1.03347,103.347,-89.36,5.41,2.3,,,,0,0,35,1,-89.58083407,40.60652506
46132,CREVE COEUR 2 1,Illinois Downstate,100,1.03026,103.026,-88.23,5.06,1.45,,,,0,0,35,1,-89.62097406,40.6954159
46133,DELAVAN 1 1,Illinois Downstate,100,1.03776,103.776,-87.23,4.98,0.45,,,,0,0,35,1,-89.44812937,40.34113082
46134,EAST PEORIA 1 1,Illinois Downstate,230,1.03874,238.91,-81.59,,,,,29.15,0,0,35,1,-89.46195172,40.74851088
46135,EAST PEORIA 1 2,Illinois Downstate,100,1.03597,103.597,-86.68,,,,,,0,0,35,1,-89.45475172,40.74632901
46136,EAST PEORIA 1 3,Illinois Downstate,13.8,1.03687,14.309,-88.38,,,,,,0,0,35,1,-89.46411172,40.7451835
46137,EAST PEORIA 1 4,Illinois Downstate,1,1.03687,1.037,-88.38,,,,,,0,0,35,1,-89.46195172,40.74469256
46138,EAST PEORIA 1 5,Illinois Downstate,230,1.0386,238.877,-81.6,17.5,8.79,,,,0,0,35,1,-89.45475172,40.74960179
46139,EAST PEORIA 2 1,Illinois Downstate,100,1.0304,103.04,-88.3,17.5,3.52,,,,0,0,35,1,-89.54808173,40.71853766
46140,EAST PEORIA 3 1,Illinois Downstate,100,1.03002,103.002,-88.62,17.5,6.18,,,,0,0,35,1,-89.55939372,40.6957256
46141,EAST PEORIA 4 1,Illinois Downstate,100,1.03221,103.221,-87.62,,,,,,0,0,35,1,-89.51007801,40.75579009
46142,EAST PEORIA 4 2,Illinois Downstate,100,1.03213,103.213,-87.63,17.5,4.45,,,,0,0,35,1,-89.50575801,40.75633548
46143,EUREKA 1 1,Illinois Downstate,100,1.03314,103.314,-89.19,6.2,4.27,,,,0,0,35,1,-89.30848571,40.70537218
46144,EUREKA 2 1,Illinois Downstate,100,1.03323,103.323,-88.27,6.79,1.72,,,,0,0,35,1,-89.33646624,40.78929558
46145,EUREKA 3 1,Illinois Downstate,100,1.03404,103.404,-89.23,6.2,2.32,,,,0,0,35,1,-89.24130949,40.74385851
46146,GOODFIELD 1,Illinois Downstate,100,1.03962,103.962,-88.89,3.08,0.68,,,19.96,0,0,35,1,-89.27494963,40.63482121
46147,GREEN VALLEY 1,Illinois Downstate,100,1.03361,103.361,-84.02,4.05,1.77,,,,0,0,35,1,-89.64197166,40.32613908
46148,GROVELAND 4 1,Illinois Downstate,100,1.03791,103.791,-88.46,3.01,0.62,,,,0,0,35,1,-89.49470145,40.53227937
46149,HOPEDALE 1 1,Illinois Downstate,100,1.03613,103.613,-87.76,4.3,0.69,,,,0,0,35,1,-89.4519866,40.48587942
46150,MACKINAW 1,Illinois Downstate,100,1.03557,103.557,-87.69,,,,,,0,0,35,1,-89.34595393,40.446556
46151,MACKINAW 2,Illinois Downstate,100,1.03553,103.553,-87.69,7.14,1.81,,,,0,0,35,1,-89.34163393,40.44710393
46152,MORTON 3 1,Illinois Downstate,100,1.03154,103.154,-88.96,16.58,3.52,,,,0,0,35,1,-89.41043189,40.59410864
46153,MORTON 4 1,Illinois Downstate,100,1.03267,103.267,-89.05,12.27,5.42,,,,0,0,35,1,-89.47814863,40.62384537
46154,MORTON 5 1,Illinois Downstate,230,1.04125,239.488,-79.82,,,,,,0,0,35,1,-89.41007546,40.52566323
46155,MORTON 5 2,Illinois Downstate,230,1.04118,239.472,-79.83,16.58,2.52,,,,0,0,35,1,-89.40575546,40.52566323
46156,MORTON 6 1,Illinois Downstate,100,1.03947,103.947,-88.93,12.27,4.02,,,35.19,0,0,35,1,-89.48204013,40.58130403
46157,PEKIN 2 1,Illinois Downstate,100,1.03162,103.162,-89.24,31.33,11.58,,,,0,0,35,1,-89.64478344,40.52208516
46158,PEKIN 3 1,Illinois Downstate,100,1.03256,103.256,-89.13,30.34,10.27,,,22.66,0,0,35,1,-89.6911148,40.57389739
46159,PEKIN 3 2,Illinois Downstate,100,1.03252,103.252,-89.11,,,,,,0,0,35,1,-89.6867948,40.57389739
46160,PEKIN 4 1,Illinois Downstate,100,1.0302,103.02,-89.46,31.84,8.48,,,,0,0,35,1,-89.61701085,40.53739462
46161,PEKIN 5 1,Illinois Downstate,100,1.03554,103.554,-89.05,34.12,5.04,,,57.21,0,0,35,1,-89.66393047,40.49915298
46162,TREMONT 2 1,Illinois Downstate,100,1.03319,103.319,-88.42,6.21,0.44,,,,0,0,35,1,-89.32337346,40.55729112
46163,TREMONT 3 1,Illinois Downstate,100,1.03356,103.356,-85.54,,,,,,0,0,35,1,-89.5114851,40.35999514
46164,TREMONT 3 2,Illinois Downstate,13.8,1.03338,14.261,-85.61,2.65,0.24,,,,0,0,35,1,-89.5021251,40.35664839
46165,TREMONT 3 3,Illinois Downstate,13.8,1.03323,14.259,-85.64,4.12,0.6,,,,0,0,35,1,-89.5021251,40.35555106
46166,TREMONT 3 4,Illinois Downstate,1,1.03351,1.034,-85.56,,,,,,0,0,35,1,-89.5042851,40.35615459
46167,TREMONT 3 5,Illinois Downstate,100,1.03358,103.358,-85.54,,,,,,0,0,35,1,-89.5042851,40.35999514
46168,TREMONT 3 7,Illinois Downstate,100,1.03356,103.356,-85.54,,,,,,0,0,35,1,-89.5114851,40.35670325
46169,TREMONT 4 1,Illinois Downstate,100,1.03495,103.495,-87.03,8.2,0.81,,,,0,0,35,1,-89.49673606,40.44862362
46170,WASHINGTON 68 1,Illinois Downstate,100,1.02899,102.899,-89.07,16.44,4.6,,,,0,0,35,1,-89.43267974,40.67120467
46171,WASHINGTON 69 1,Illinois Downstate,230,1.03914,239.001,-81.04,18.54,5.96,,,,0,0,35,1,-89.39197854,40.65883022
46172,WASHINGTON 70 1,Illinois Downstate,100,1.02768,102.768,-89.17,16.44,3.31,,,,0,0,35,1,-89.38901675,40.73103825
46173,WASHINGTON 71 1,Illinois Downstate,100,1.02832,102.832,-88.78,,,,,,0,0,35,1,-89.4559049,40.72054496
46174,WASHINGTON 71 2,Illinois Downstate,100,1.02824,102.824,-88.79,16.44,3.27,,,,0,0,35,1,-89.4515849,40.72163633
46175,ANNA 3 1,Illinois Downstate,230,1.04406,240.133,-70.71,,,,,,0,0,35,1,-89.1293207,37.41753434
46176,ANNA 3 2,Illinois Downstate,138,1.04825,144.658,-71.87,6.72,1.56,,,,0,0,35,1,-89.1293207,37.4141032
46177,ANNA 3 3,Illinois Downstate,18,1.05044,18.908,-72.42,,,,,,0,0,35,1,-89.1199607,37.41347413
46178,ANNA 3 4,Illinois Downstate,1,1.05044,1.05,-72.42,,,,,,0,0,35,1,-89.1221207,37.41295945
46179,ANNA 3 5,Illinois Downstate,230,1.04406,240.133,-70.69,,,,,,0,0,35,1,-89.1221207,37.4169625
46180,ANNA 4 1,Illinois Downstate,100,1.0302,103.02,-75.23,6.72,0.97,,,,0,0,35,1,-89.23244832,37.5072596
46181,ANNA 5 1,Illinois Downstate,100,1.02832,102.832,-75.45,7.81,1.48,,,,0,0,35,1,-89.14279103,37.4606564
46182,COBDEN 1 1,Illinois Downstate,100,1.0314,103.14,-75.06,3.01,0.68,,,,0,0,35,1,-89.28320425,37.53145179
46183,COBDEN 2 1,Illinois Downstate,100,1.03281,103.281,-78.81,4.03,0.87,,,,0,0,35,1,-89.33566317,37.48875539
46184,COBDEN 3 1,Illinois Downstate,100,1.03787,103.787,-77.19,,,,,,0,0,35,1,-89.28109581,37.59868726
46185,COBDEN 3 2,Illinois Downstate,100,1.03786,103.786,-77.19,3.01,0.67,,,,0,0,35,1,-89.27677581,37.59925772
46186,BISMARCK 1 1,Illinois Downstate,100,1.0393,103.93,-102.75,,,,,44.91,0,0,35,1,-87.57031694,40.22203526
46187,BISMARCK 1 2,Illinois Downstate,100,1.03929,103.929,-102.75,2.14,0.69,,,,0,0,35,1,-87.56599694,40.22313475
46188,CATLIN 1 1,Illinois Downstate,100,1.02918,102.918,-101.03,3.62,0.25,,,,0,0,35,1,-87.69363557,39.97356564
46189,CATLIN 1 2,Illinois Downstate,100,1.02919,102.919,-101.03,,,,,,0,0,35,1,-87.68931557,39.97301387
46190,CATLIN 2 1,Illinois Downstate,100,1.02849,102.849,-100.93,3.66,1.14,,,,0,0,35,1,-87.77938255,40.00272774
46191,CATLIN 3 1,Illinois Downstate,100,1.02756,102.756,-100.15,5.42,0.47,,,,0,0,35,1,-87.81272124,40.0331803
46192,DANVILLE 29 1,Illinois Downstate,100,1.02868,102.868,-102.17,8.87,1.9,,,,0,0,35,1,-87.57576219,40.15078893
46193,DANVILLE 30 1,Illinois Downstate,100,1.02789,102.789,-102.17,,,,,,0,0,35,1,-87.6800204,40.13025798
46194,DANVILLE 30 2,Illinois Downstate,100,1.02783,102.783,-102.18,9.77,3.16,,,,0,0,35,1,-87.6757004,40.13025798
46195,DANVILLE 31 1,Illinois Downstate,100,1.02618,102.618,-101.26,11.73,1.78,,,,0,0,35,1,-87.78302693,40.13566526
46196,DANVILLE 32 1,Illinois Downstate,100,1.02942,102.942,-102.57,25.82,4.47,,,,0,0,35,1,-87.67500251,40.0923887
46197,DANVILLE 33 1,Illinois Downstate,100,1.02382,102.382,-102.77,,,,,,0,0,35,1,-87.60201082,40.06971833
46198,DANVILLE 33 2,Illinois Downstate,100,1.02363,102.363,-102.79,25.82,11.29,,,,0,0,35,1,-87.59769082,40.07026931
46199,DANVILLE 34 1,Illinois Downstate,100,1.03162,103.162,-102.16,,,,,,0,0,35,1,-87.70660621,40.08496397
46200,DANVILLE 34 2,Illinois Downstate,100,1.03147,103.147,-102.17,28.82,7.37,,,,0,0,35,1,-87.70228621,40.08551483
46201,DANVILLE 35 1,Illinois Downstate,100,1.02269,102.269,-101.57,28.71,13.08,,,,0,0,35,1,-87.6186071,40.18452092
46202,GEORGETOWN 25 1,Illinois Downstate,100,1.02758,102.758,-101.41,4.71,1.44,,,,0,0,35,1,-87.56067997,39.98955047
46203,GEORGETOWN 26 1,Illinois Downstate,100,1.0296,102.96,-100.68,4.71,0.87,,,,0,0,35,1,-87.53673822,39.96760003
46204,OAKWOOD 4 1,Illinois Downstate,100,1.02587,102.587,-99.48,5.03,0.38,,,,0,0,35,1,-87.73912856,40.22350842
46205,POTOMAC 6 1,Illinois Downstate,100,1.04088,104.088,-99.14,2.48,0.56,,,,0,0,35,1,-87.80145616,40.33742905
46206,POTOMAC 7 1,Illinois Downstate,100,1.02959,102.959,-97.81,,,,,,0,0,35,1,-87.84583227,40.23716958
46207,POTOMAC 7 2,Illinois Downstate,100,1.02958,102.958,-97.81,1.43,0.61,,,,0,0,35,1,-87.84151227,40.23771921
46208,ROSSVILLE 4 1,Illinois Downstate,100,1.0378,103.78,-101.61,4.41,1.51,,,,0,0,35,1,-87.63968903,40.29307264
46209,ROSSVILLE 5 1,Illinois Downstate,100,1.03786,103.786,-100.72,,,,,,0,0,35,1,-87.65803068,40.35108303
46210,ROSSVILLE 5 2,Illinois Downstate,100,1.03784,103.784,-100.72,2.32,0.97,,,,0,0,35,1,-87.65371068,40.35108303
46211,TILTON 4 1,Illinois Downstate,100,1.02521,102.521,-102.54,1.96,0.48,,,,0,0,35,1,-87.53068656,40.04278005
46212,TILTON 4 2,Illinois Downstate,100,1.02522,102.522,-102.54,,,,,,0,0,35,1,-87.52636656,40.04167763
46213,WESTVILLE 5 1,Illinois Downstate,230,1.04043,239.3,-95.41,15.36,6.37,,,,0,0,35,1,-87.61093764,39.94886933
46214,WESTVILLE 6 1,Illinois Downstate,100,1.03876,103.876,-102.53,4.1,0.54,,,53.56,0,0,35,1,-87.67208787,40.04317893
46215,WESTVILLE 6 2,Illinois Downstate,100,1.03822,103.822,-102.52,,,,,,0,0,35,1,-87.66776787,40.04317893
46216,MOUNT CARMEL 5 1,Illinois Downstate,100,1.02266,102.266,-92.59,9.55,2.9,,,,0,0,35,1,-87.8480844,38.42503886
46217,MOUNT CARMEL 6 1,Illinois Downstate,100,1.02312,102.312,-92.59,,,,,,0,0,35,1,-87.90727582,38.40491132
46218,MOUNT CARMEL 6 2,Illinois Downstate,100,1.02307,102.307,-92.59,10.48,2.56,,,,0,0,35,1,-87.90295582,38.40547554
46219,MOUNT CARMEL 7 1,Illinois Downstate,230,1.04514,240.381,-86.69,10.88,3.43,,,,0,0,35,1,-87.91718731,38.37490204
46220,ROSEVILLE 6 1,Illinois Downstate,100,1.03901,103.901,-82.89,2.02,0.41,,,,0,0,35,1,-90.62944464,40.75738525
46221,ROSEVILLE 7 1,Illinois Downstate,100,1.01553,101.553,-82,3.77,1.27,,,,0,0,35,1,-90.63225688,40.62735973
46222,ADDIEVILLE 1,Illinois Downstate,100,1.03669,103.669,-77.45,2.49,0.75,,,,0,0,35,1,-89.67832066,38.34986421
46223,IRVINGTON 8 1,Illinois Downstate,100,1.03146,103.146,-81.15,2.47,0.37,,,,0,0,35,1,-89.23360022,38.37352617
46224,OKAWVILLE 1,Illinois Downstate,100,1.03134,103.134,-78.39,4.62,3.44,,,,0,0,35,1,-89.58908477,38.39813827
46225,CISNE 1,Illinois Downstate,100,1.02153,102.153,-88.56,,,,,,0,0,35,1,-88.43918994,38.52293147
46226,CISNE 2,Illinois Downstate,100,1.02149,102.149,-88.57,7,2.02,,,,0,0,35,1,-88.43486994,38.52349477
46227,FAIRFIELD 19 1,Illinois Downstate,100,1.03096,103.096,-89.52,,,,,,0,0,35,1,-88.22169682,38.34472554
46228,FAIRFIELD 19 2,Illinois Downstate,100,1.0309,103.09,-89.53,8.6,2.73,,,,0,0,35,1,-88.21737682,38.34529023
46229,FAIRFIELD 20 1,Illinois Downstate,100,1.03268,103.268,-88.42,8.19,0.34,,,,0,0,35,1,-88.29260959,38.34755301
46230,FAIRFIELD 21 1,Illinois Downstate,230,1.04137,239.516,-84.08,,,,,,0,0,35,1,-88.3154063,38.29977128
46231,FAIRFIELD 21 2,Illinois Downstate,100,1.03998,103.998,-86.72,,,,,,0,0,35,1,-88.3082063,38.29807613
46232,FAIRFIELD 21 3,Illinois Downstate,13.8,1.04194,14.379,-90.6,,,,,,0,0,35,1,-88.3175663,38.29688951
46233,FAIRFIELD 21 4,Illinois Downstate,1,1.04194,1.042,-90.6,,,,,,0,0,35,1,-88.3154063,38.29638095
46234,FAIRFIELD 21 5,Illinois Downstate,230,1.04135,239.51,-84.09,9.82,0.41,,,,0,0,35,1,-88.3082063,38.30033631
46235,CARMI 1 1,Illinois Downstate,100,1.00602,100.602,-91.5,,,,,,0,0,35,1,-88.1208414,37.97961262
